"state","county","party","votes"
"CA","Yuba County","rep",12076
"CO","Adams County","rep",65912
"CO","Alamosa County","rep",3179
"CO","Arapahoe County","rep",119475
"CO","Archuleta County","rep",3601
"CO","Baca County","rep",1680
"CO","Bent County","rep",1338
"CO","Boulder County","rep",51586
"CO","Broomfield County","rep",12007
"CO","Chaffee County","rep",4875
"CO","Cheyenne County","rep",923
"CO","Clear Creek County","rep",2522
"CO","Conejos County","rep",1864
"CO","Costilla County","rep",566
"CO","Crowley County","rep",1006
"CO","Custer County","rep",1657
"CO","Delta County","rep",9722
"CO","Denver County","rep",69903
"CO","Dolores County","rep",785
"CO","Douglas County","rep",80651
"CO","Eagle County","rep",8533
"CO","El Paso County","rep",161361
"CO","Elbert County","rep",8389
"CO","Fremont County","rep",12313
"CO","Garfield County","rep",11123
"CO","Gilpin County","rep",1329
"CO","Grand County","rep",4260
"CO","Gunnison County","rep",3479
"CO","Hinsdale County","rep",355
"CO","Huerfano County","rep",1701
"CO","Jackson County","rep",710
"CO","Jefferson County","rep",140644
"CO","Kiowa County","rep",712
"CO","Kit Carson County","rep",2721
"CO","La Plata County","rep",11704
"CO","Lake County","rep",1261
"CO","Larimer County","rep",75884
"CO","Las Animas County","rep",3196
"CO","Lincoln County","rep",1819
"CO","Logan County","rep",6168
"CO","Mesa County","rep",41539
"CO","Mineral County","rep",383
"CO","Moffat County","rep",4247
"CO","Montezuma County","rep",6988
"CO","Montrose County","rep",11218
"CO","Morgan County","rep",6787
"CO","Otero County","rep",4947
"CO","Ouray County","rep",1402
"CO","Park County","rep",4781
"CO","Phillips County","rep",1717
"CO","Pitkin County","rep",2784
"CO","Prowers County","rep",3392
"CO","Pueblo County","rep",31117
"CO","Rio Blanco County","rep",2403
"CO","Rio Grande County","rep",3448
"CO","Routt County","rep",5199
"CO","Saguache County","rep",1163
"CO","San Juan County","rep",216
"CO","San Miguel County","rep",1079
"CO","Sedgwick County","rep",971
"CO","Summit County","rep",5370
"CO","Teller County","rep",8094
"CO","Washington County","rep",2050
"CO","Weld County","rep",55591
"CO","Yuma County","rep",3456
"CT","Fairfield County","rep",189605
"CT","Hartford County","rep",154919
"CT","Litchfield County","rep",50160
"CT","Middlesex County","rep",35252
"CT","New Haven County","rep",160390
"CT","New London County","rep",49931
"CT","Tolland County","rep",31245
"CT","Windham County","rep",22324
"DC","District of Columbia","rep",21256
"DE","Kent County","rep",31578
"DE","New Castle County","rep",93079
"DE","Sussex County","rep",47003
"FL","Alachua County","rep",47762
"FL","Baker County","rep",7738
"FL","Bay County","rep",53404
"FL","Bradford County","rep",7557
"FL","Brevard County","rep",153068
"FL","Broward County","rep",244674
"FL","Calhoun County","rep",3782
"FL","Charlotte County","rep",44428
"FL","Citrus County","rep",39500
"FL","Clay County","rep",62078
"FL","Collier County","rep",83631
"FL","Columbia County","rep",16758
"FL","DeSoto County","rep",5524
"FL","Dixie County","rep",4434
"FL","Duval County","rep",220190
"FL","Escambia County","rep",93566
"FL","Flagler County","rep",19633
"FL","Franklin County","rep",3472
"FL","Gadsden County","rep",6253
"FL","Gilchrist County","rep",4936
"FL","Glades County","rep",2443
"FL","Gulf County","rep",4805
"FL","Hamilton County","rep",2792
"FL","Hardee County","rep",5049
"FL","Hendry County","rep",5757
"FL","Hernando County","rep",42635
"FL","Highlands County","rep",25878
"FL","Hillsborough County","rep",245576
"FL","Holmes County","rep",6412
"FL","Indian River County","rep",36938
"FL","Jackson County","rep",12122
"FL","Jefferson County","rep",3298
"FL","Lafayette County","rep",2460
"FL","Lake County","rep",74389
"FL","Lee County","rep",144176
"FL","Leon County","rep",51615
"FL","Levy County","rep",10410
"FL","Liberty County","rep",1927
"FL","Madison County","rep",4191
"FL","Manatee County","rep",81318
"FL","Marion County","rep",81283
"FL","Martin County","rep",41362
"FL","Miami-Dade County","rep",361095
"FL","Monroe County","rep",19467
"FL","Nassau County","rep",23783
"FL","Okaloosa County","rep",69693
"FL","Okeechobee County","rep",6978
"FL","Orange County","rep",192539
"FL","Osceola County","rep",43117
"FL","Palm Beach County","rep",212688
"FL","Pasco County","rep",103230
"FL","Pinellas County","rep",225686
"FL","Polk County","rep",123559
"FL","Putnam County","rep",18311
"FL","Saint Johns County","rep",59196
"FL","Saint Lucie County","rep",47592
"FL","Santa Rosa County","rep",52059
"FL","Sarasota County","rep",104692
"FL","Seminole County","rep",108172
"FL","Sumter County","rep",19800
"FL","Suwannee County","rep",11153
"FL","Taylor County","rep",5467
"FL","Union County","rep",3396
"FL","Volusia County","rep",111924
"FL","Wakulla County","rep",6777
"FL","Walton County","rep",17555
"FL","Washington County","rep",7369
"GA","Appling County","rep",4494
"GA","Atkinson County","rep",1666
"GA","Bacon County","rep",2853
"GA","Baker County","rep",821
"GA","Baldwin County","rep",7709
"GA","Banks County","rep",4410
"GA","Barrow County","rep",13520
"GA","Bartow County","rep",22311
"GA","Ben Hill County","rep",3331
"GA","Berrien County","rep",3917
"GA","Bibb County","rep",28107
"GA","Bleckley County","rep",3167
"GA","Brantley County","rep",4333
"GA","Brooks County","rep",2912
"GA","Bryan County","rep",7363
"GA","Bulloch County","rep",12252
"GA","Burke County","rep",4232
"GA","Butts County","rep",5119
"GA","Calhoun County","rep",890
"GA","Camden County","rep",9488
"GA","Candler County","rep",2048
"GA","Carroll County","rep",24837
"GA","Catoosa County","rep",16406
"GA","Charlton County","rep",2311
"GA","Chatham County","rep",45484
"GA","Chattahoochee County","rep",905
"GA","Chattooga County","rep",4992
"GA","Cherokee County","rep",58238
"GA","Clarke County","rep",15052
"GA","Clay County","rep",509
"GA","Clayton County","rep",23106
"GA","Clinch County","rep",1501
"GA","Cobb County","rep",173467
"GA","Coffee County","rep",8306
"GA","Colquitt County","rep",8296
"GA","Columbia County","rep",35549
"GA","Cook County","rep",3065
"GA","Coweta County","rep",31682
"GA","Crawford County","rep",2830
"GA","Crisp County","rep",3865
"GA","Dade County","rep",4368
"GA","Dawson County","rep",6649
"GA","Decatur County","rep",5348
"GA","DeKalb County","rep",73570
"GA","Dodge County","rep",4584
"GA","Dooly County","rep",1853
"GA","Dougherty County","rep",13711
"GA","Douglas County","rep",25846
"GA","Early County","rep",2495
"GA","Echols County","rep",757
"GA","Effingham County","rep",12503
"GA","Elbert County","rep",4626
"GA","Emanuel County","rep",4666
"GA","Evans County","rep",2291
"GA","Fannin County","rep",6862
"GA","Fayette County","rep",37346
"GA","Floyd County","rep",21400
"GA","Forsyth County","rep",47267
"GA","Franklin County","rep",5218
"GA","Fulton County","rep",134372
"GA","Gilmer County","rep",7414
"GA","Glascock County","rep",1016
"GA","Glynn County","rep",18608
"GA","Gordon County","rep",11671
"GA","Grady County","rep",5068
"GA","Greene County","rep",4069
"GA","Gwinnett County","rep",160445
"GA","Habersham County","rep",10434
"GA","Hall County","rep",38883
"GA","Hancock County","rep",822
"GA","Haralson County","rep",7703
"GA","Harris County","rep",8878
"GA","Hart County","rep",5500
"GA","Heard County","rep",2788
"GA","Henry County","rep",42759
"GA","Houston County","rep",29862
"GA","Irwin County","rep",2347
"GA","Jackson County","rep",12611
"GA","Jasper County","rep",3157
"GA","Jeff Davis County","rep",3549
"GA","Jefferson County","rep",3066
"GA","Jenkins County","rep",1898
"GA","Johnson County","rep",2279
"GA","Jones County","rep",6939
"GA","Lamar County","rep",4027
"GA","Lanier County","rep",1641
"GA","Laurens County","rep",10883
"GA","Lee County","rep",8201
"GA","Liberty County","rep",6131
"GA","Lincoln County","rep",2309
"GA","Long County","rep",1994
"GA","Lowndes County","rep",18981
"GA","Lumpkin County","rep",6690
"GA","Macon County","rep",1851
"GA","Madison County","rep",7254
"GA","Marion County","rep",1670
"GA","McDuffie County","rep",4846
"GA","McIntosh County","rep",2837
"GA","Meriwether County","rep",4402
"GA","Miller County","rep",1694
"GA","Mitchell County","rep",3885
"GA","Monroe County","rep",6522
"GA","Montgomery County","rep",2150
"GA","Morgan County","rep",4902
"GA","Murray County","rep",7745
"GA","Muscogee County","rep",30850
"GA","Newton County","rep",18095
"GA","Oconee County","rep",10276
"GA","Oglethorpe County","rep",3688
"GA","Paulding County","rep",30843
"GA","Peach County","rep",4554
"GA","Pickens County","rep",8115
"GA","Pierce County","rep",4680
"GA","Pike County","rep",5193
"GA","Polk County","rep",8467
"GA","Pulaski County","rep",2202
"GA","Putnam County","rep",5188
"GA","Quitman County","rep",409
"GA","Rabun County","rep",4650
"GA","Randolph County","rep",1418
"GA","Richmond County","rep",29765
"GA","Rockdale County","rep",18856
"GA","Schley County","rep",1063
"GA","Screven County","rep",3360
"GA","Seminole County","rep",1977
"GA","Spalding County","rep",13461
"GA","Stephens County","rep",6904
"GA","Stewart County","rep",797
"GA","Sumter County","rep",5688
"GA","Talbot County","rep",1103
"GA","Taliaferro County","rep",335
"GA","Tattnall County","rep",4657
"GA","Taylor County","rep",1912
"GA","Telfair County","rep",2171
"GA","Terrell County","rep",1859
"GA","Thomas County","rep",9659
"GA","Tift County","rep",8619
"GA","Toombs County","rep",6196
"GA","Towns County","rep",3823
"GA","Treutlen County","rep",1691
"GA","Troup County","rep",14183
"GA","Turner County","rep",1815
"GA","Twiggs County","rep",2112
"GA","Union County","rep",6847
"GA","Upson County","rep",6634
"GA","Walker County","rep",15340
"GA","Walton County","rep",21594
"GA","Ware County","rep",7791
"GA","Warren County","rep",1121
"GA","Washington County","rep",4081
"GA","Wayne County","rep",6819
"GA","Webster County","rep",485
"GA","Wheeler County","rep",1192
"GA","White County","rep",7403
"GA","Whitfield County","rep",19297
"GA","Wilcox County","rep",1705
"GA","Wilkes County","rep",2490
"GA","Wilkinson County","rep",2261
"GA","Worth County","rep",5105
"HI","Hawaii County","rep",22032
"HI","Honolulu County","rep",144157
"HI","Kauai County","rep",9740
"HI","Maui County","rep",18187
"IA","Adair County","rep",2402
"IA","Adams County","rep",1317
"IA","Allamakee County","rep",3530
"IA","Appanoose County","rep",3340
"IA","Audubon County","rep",1958
"IA","Benton County","rep",6658
"IA","Black Hawk County","rep",28046
"IA","Boone County","rep",6870
"IA","Bremer County","rep",6665
"IA","Buchanan County","rep",4797
"IA","Buena Vista County","rep",4887
"IA","Butler County","rep",4417
"IA","Calhoun County","rep",3255
"IA","Carroll County","rep",5762
"IA","Cass County","rep",4796
"IA","Cedar County","rep",4869
"IA","Cerro Gordo County","rep",10960
"IA","Cherokee County","rep",3758
"IA","Chickasaw County","rep",3040
"IA","Clarke County","rep",2200
"IA","Clay County","rep",4898
"IA","Clayton County","rep",4312
"IA","Clinton County","rep",10666
"IA","Crawford County","rep",3955
"IA","Dallas County","rep",15183
"IA","Davis County","rep",2148
"IA","Decatur County","rep",2088
"IA","Delaware County","rep",4908
"IA","Des Moines County","rep",8221
"IA","Dickinson County","rep",5337
"IA","Dubuque County","rep",20100
"IA","Emmet County","rep",2697
"IA","Fayette County","rep",5128
"IA","Floyd County","rep",3745
"IA","Franklin County","rep",3128
"IA","Fremont County","rep",2362
"IA","Greene County","rep",2618
"IA","Grundy County","rep",4429
"IA","Guthrie County","rep",3325
"IA","Hamilton County","rep",4367
"IA","Hancock County","rep",3368
"IA","Hardin County","rep",4875
"IA","Harrison County","rep",4680
"IA","Henry County","rep",5220
"IA","Howard County","rep",2028
"IA","Humboldt County","rep",3162
"IA","Ida County","rep",2342
"IA","Iowa County","rep",4544
"IA","Jackson County","rep",4242
"IA","Jasper County","rep",9462
"IA","Jefferson County","rep",3648
"IA","Johnson County","rep",22715
"IA","Jones County","rep",4834
"IA","Keokuk County","rep",3119
"IA","Kossuth County","rep",5042
"IA","Lee County","rep",7472
"IA","Linn County","rep",49442
"IA","Louisa County","rep",2572
"IA","Lucas County","rep",2543
"IA","Lyon County","rep",4751
"IA","Madison County","rep",4538
"IA","Mahaska County","rep",6858
"IA","Marion County","rep",9990
"IA","Marshall County","rep",9557
"IA","Mills County","rep",4556
"IA","Mitchell County","rep",2646
"IA","Monona County","rep",2575
"IA","Monroe County","rep",2067
"IA","Montgomery County","rep",3601
"IA","Muscatine County","rep",9020
"IA","O'Brien County","rep",5328
"IA","Osceola County","rep",2295
"IA","Page County","rep",5243
"IA","Palo Alto County","rep",2674
"IA","Plymouth County","rep",7810
"IA","Pocahontas County","rep",2441
"IA","Polk County","rep",95828
"IA","Pottawattamie County","rep",24558
"IA","Poweshiek County","rep",4965
"IA","Ringgold County","rep",1466
"IA","Sac County","rep",3128
"IA","Scott County","rep",39958
"IA","Shelby County","rep",4256
"IA","Sioux County","rep",14229
"IA","Story County","rep",20819
"IA","Tama County","rep",4456
"IA","Taylor County","rep",1908
"IA","Union County","rep",3165
"IA","Van Buren County","rep",2211
"IA","Wapello County","rep",7403
"IA","Warren County","rep",12160
"IA","Washington County","rep",5977
"IA","Wayne County","rep",1733
"IA","Webster County","rep",8959
"IA","Winnebago County","rep",3175
"IA","Winneshiek County","rep",5324
"IA","Woodbury County","rep",22451
"IA","Worth County","rep",1795
"IA","Wright County","rep",3631
"ID","Ada County","rep",94641
"ID","Adams County","rep",1468
"ID","Bannock County","rep",21479
"ID","Bear Lake County","rep",2506
"ID","Benewah County","rep",2823
"ID","Bingham County","rep",12734
"ID","Blaine County","rep",4034
"ID","Boise County","rep",2501
"ID","Bonner County","rep",10697
"ID","Bonneville County","rep",30048
"ID","Boundary County","rep",3012
"ID","Butte County","rep",1077
"ID","Camas County","rep",450
"ID","Canyon County","rep",41599
"ID","Caribou County","rep",2753
"ID","Cassia County","rep",6562
"ID","Clark County","rep",302
"ID","Clearwater County","rep",2839
"ID","Custer County","rep",1762
"ID","Elmore County","rep",6011
"ID","Franklin County","rep",4527
"ID","Fremont County","rep",4965
"ID","Gem County","rep",5416
"ID","Gooding County","rep",3973
"ID","Idaho County","rep",6017
"ID","Jefferson County","rep",7703
"ID","Jerome County","rep",5177
"ID","Kootenai County","rep",36173
"ID","Latah County","rep",8686
"ID","Lemhi County","rep",3079
"ID","Lewis County","rep",1359
"ID","Lincoln County","rep",1388
"ID","Madison County","rep",10693
"ID","Minidoka County","rep",5797
"ID","Nez Perce County","rep",11009
"ID","Oneida County","rep",1789
"ID","Owyhee County","rep",2859
"ID","Payette County","rep",6256
"ID","Power County","rep",2105
"ID","Shoshone County","rep",2922
"ID","Teton County","rep",2235
"ID","Twin Falls County","rep",19672
"ID","Valley County","rep",2863
"ID","Washington County","rep",3274
"IL","Adams County","rep",20834
"IL","Alexander County","rep",1831
"IL","Bond County","rep",4068
"IL","Boone County","rep",11132
"IL","Brown County","rep",1679
"IL","Bureau County","rep",9822
"IL","Calhoun County","rep",1317
"IL","Carroll County","rep",4534
"IL","Cass County","rep",3163
"IL","Champaign County","rep",39896
"IL","Christian County","rep",9044
"IL","Clark County","rep",5082
"IL","Clay County","rep",4416
"IL","Clinton County","rep",10219
"IL","Coles County","rep",13015
"IL","Cook County","rep",597405
"IL","Crawford County","rep",6083
"IL","Cumberland County","rep",3497
"IL","De Witt County","rep",4920
"IL","DeKalb County","rep",21095
"IL","Douglas County","rep",5702
"IL","DuPage County","rep",218902
"IL","Edgar County","rep",5258
"IL","Edwards County","rep",2412
"IL","Effingham County","rep",11774
"IL","Fayette County","rep",5880
"IL","Ford County","rep",4511
